state,constituency,candidate,party,party_normalized,alliance,votes,vote_share,total_votes,turnout,is_winner,position,margin,margin_pct,year
Maharashtra,Maharashtra PC 45,Candidate 3 (INC),INC,INC,UPA,97464,23.46,415375,63.0,False,3,0,0,2019
Maharashtra,Maharashtra PC 45,Candidate 4 (IND),IND,IND,,83482,20.1,415375,65.0,False,4,0,0,2019
Maharashtra,Maharashtra PC 46,Candidate 1 (TMC),TMC,TMC,,348309,36.49,954593,61.9,True,1,11073,1.16,2019
Maharashtra,Maharashtra PC 46,Candidate 2 (DMK),DMK,DMK,UPA,337236,35.33,954593,58.0,False,2,0,0,2019
Maharashtra,Maharashtra PC 46,Candidate 3 (BJP),BJP,BJP,NDA,269047,28.18,954593,71.5,False,3,0,0,2019
Maharashtra,Maharashtra PC 47,Candidate 1 (TDP),TDP,TDP,,355455,32.02,1110272,67.9,True,1,12131,1.09,2019
Maharashtra,Maharashtra PC 47,Candidate 2 (IND),IND,IND,,343324,30.92,1110272,77.2,False,2,0,0,2019
Maharashtra,Maharashtra PC 47,Candidate 3 (DMK),DMK,DMK,UPA,180143,16.23,1110272,71.1,False,3,0,0,2019
Maharashtra,Maharashtra PC 47,Candidate 4 (BJP),BJP,BJP,NDA,145126,13.07,1110272,74.4,False,4,0,0,2019
Maharashtra,Maharashtra PC 47,Candidate 5 (BRS),BRS,BRS,,86222,7.77,1110272,61.1,False,5,0,0,2019
Maharashtra,Maharashtra PC 48,Candidate 1 (BJP),BJP,BJP,NDA,363809,33.07,1100098,57.5,True,1,82103,7.46,2019
Maharashtra,Maharashtra PC 48,Candidate 2 (BRS),BRS,BRS,,281706,25.61,1100098,74.4,False,2,0,0,2019
Maharashtra,Maharashtra PC 48,Candidate 3 (JDU),JDU,JDU,NDA,256432,23.31,1100098,70.3,False,3,0,0,2019
Maharashtra,Maharashtra PC 48,Candidate 4 (IND),IND,IND,,135756,12.34,1100098,73.2,False,4,0,0,2019
Maharashtra,Maharashtra PC 48,Candidate 5 (SP),SP,SP,SP-BSP,62393,5.67,1100098,62.2,False,5,0,0,2019
West Bengal,West Bengal PC 1,Candidate 1 (BJP),BJP,BJP,NDA,369828,37.78,978776,77.8,True,1,25139,2.57,2019
West Bengal,West Bengal PC 1,Candidate 2 (OTH),OTH,OTH,,344689,35.22,978776,59.8,False,2,0,0,2019
West Bengal,West Bengal PC 1,Candidate 3 (DMK),DMK,DMK,UPA,264257,27.0,978776,70.4,False,3,0,0,2019
West Bengal,West Bengal PC 2,Candidate 1 (JDU),JDU,JDU,NDA,428198,40.54,1056357,56.1,True,1,15478,1.47,2019
West Bengal,West Bengal PC 2,Candidate 2 (BJP),BJP,BJP,NDA,412720,39.07,1056357,60.8,False,2,0,0,2019
West Bengal,West Bengal PC 2,Candidate 3 (INC),INC,INC,UPA,164643,15.59,1056357,60.9,False,3,0,0,2019
West Bengal,West Bengal PC 2,Candidate 4 (BRS),BRS,BRS,,50794,4.81,1056357,59.1,False,4,0,0,2019
West Bengal,West Bengal PC 3,Candidate 1 (BJP),BJP,BJP,NDA,132079,30.13,438355,68.7,True,1,23803,5.43,2019
West Bengal,West Bengal PC 3,Candidate 2 (DMK),DMK,DMK,UPA,108276,24.7,438355,59.5,False,2,0,0,2019
West Bengal,West Bengal PC 3,Candidate 3 (JDU),JDU,JDU,NDA,100574,22.94,438355,65.3,False,3,0,0,2019
West Bengal,West Bengal PC 3,Candidate 4 (BRS),BRS,BRS,,80469,18.36,438355,66.2,False,4,0,0,2019
West Bengal,West Bengal PC 3,Candidate 5 (OTH),OTH,OTH,,16955,3.87,438355,69.5,False,5,0,0,2019
West Bengal,West Bengal PC 4,Candidate 1 (BRS),BRS,BRS,,278585,24.36,1143845,56.7,True,1,40836,3.57,2019
West Bengal,West Bengal PC 4,Candidate 2 (IND),IND,IND,,237749,20.79,1143845,59.0,False,2,0,0,2019
West Bengal,West Bengal PC 4,Candidate 3 (TMC),TMC,TMC,,214009,18.71,1143845,63.5,False,3,0,0,2019
West Bengal,West Bengal PC 4,Candidate 4 (SP),SP,SP,SP-BSP,189640,16.58,1143845,60.9,False,4,0,0,2019
West Bengal,West Bengal PC 4,Candidate 5 (INC),INC,INC,UPA,157741,13.79,1143845,77.9,False,5,0,0,2019
West Bengal,West Bengal PC 4,Candidate 6 (BJP),BJP,BJP,NDA,66119,5.78,1143845,75.8,False,6,0,0,2019
West Bengal,West Bengal PC 5,Candidate 1 (SP),SP,SP,SP-BSP,229301,35.68,642640,61.1,True,1,28251,4.4,2019
West Bengal,West Bengal PC 5,Candidate 2 (INC),INC,INC,UPA,201050,31.29,642640,59.5,False,2,0,0,2019
West Bengal,West Bengal PC 5,Candidate 3 (BJP),BJP,BJP,NDA,180515,28.09,642640,56.3,False,3,0,0,2019
West Bengal,West Bengal PC 5,Candidate 4 (TMC),TMC,TMC,,31771,4.94,642640,56.1,False,4,0,0,2019
West Bengal,West Bengal PC 6,Candidate 1 (BJP),BJP,BJP,NDA,537593,52.02,1033483,63.3,True,1,269510,26.08,2019
West Bengal,West Bengal PC 6,Candidate 2 (YSR),YSR,YSR,,268083,25.94,1033483,56.5,False,2,0,0,2019
West Bengal,West Bengal PC 6,Candidate 3 (BRS),BRS,BRS,,227805,22.04,1033483,55.8,False,3,0,0,2019
West Bengal,West Bengal PC 7,Candidate 1 (AIADMK),AIADMK,AIADMK,NDA,280511,27.99,1002131,56.3,True,1,11372,1.13,2019
West Bengal,West Bengal PC 7,Candidate 2 (BJP),BJP,BJP,NDA,269139,26.86,1002131,60.6,False,2,0,0,2019
West Bengal,West Bengal PC 7,Candidate 3 (INC),INC,INC,UPA,253768,25.32,1002131,55.3,False,3,0,0,2019
West Bengal,West Bengal PC 7,Candidate 4 (DMK),DMK,DMK,UPA,198710,19.83,1002131,57.7,False,4,0,0,2019
West Bengal,West Bengal PC 8,Candidate 1 (JDU),JDU,JDU,NDA,131597,26.25,501292,65.0,True,1,18688,3.73,2019
West Bengal,West Bengal PC 8,Candidate 2 (BJP),BJP,BJP,NDA,112909,22.52,501292,71.6,False,2,0,0,2019
West Bengal,West Bengal PC 8,Candidate 3 (BRS),BRS,BRS,,98301,19.61,501292,68.2,False,3,0,0,2019
West Bengal,West Bengal PC 8,Candidate 4 (SP),SP,SP,SP-BSP,97727,19.5,501292,71.8,False,4,0,0,2019
West Bengal,West Bengal PC 8,Candidate 5 (TMC),TMC,TMC,,31005,6.19,501292,77.1,False,5,0,0,2019
West Bengal,West Bengal PC 8,Candidate 6 (TDP),TDP,TDP,,29750,5.93,501292,71.5,False,6,0,0,2019
West Bengal,West Bengal PC 9,Candidate 1 (TMC),TMC,TMC,,339270,34.21,991799,72.6,True,1,20675,2.08,2019
West Bengal,West Bengal PC 9,Candidate 2 (SP),SP,SP,SP-BSP,318595,32.12,991799,59.7,False,2,0,0,2019
West Bengal,West Bengal PC 9,Candidate 3 (BJP),BJP,BJP,NDA,251494,25.36,991799,55.9,False,3,0,0,2019
West Bengal,West Bengal PC 9,Candidate 4 (DMK),DMK,DMK,UPA,82438,8.31,991799,57.5,False,4,0,0,2019
West Bengal,West Bengal PC 10,Candidate 1 (SP),SP,SP,SP-BSP,245982,38.75,634768,60.0,True,1,21037,3.31,2019
West Bengal,West Bengal PC 10,Candidate 2 (YSR),YSR,YSR,,224945,35.44,634768,73.3,False,2,0,0,2019
West Bengal,West Bengal PC 10,Candidate 3 (BJP),BJP,BJP,NDA,94184,14.84,634768,55.8,False,3,0,0,2019
West Bengal,West Bengal PC 10,Candidate 4 (INC),INC,INC,UPA,69654,10.97,634768,71.3,False,4,0,0,2019
West Bengal,West Bengal PC 11,Candidate 1 (BJP),BJP,BJP,NDA,318147,38.31,830393,62.5,True,1,65604,7.9,2019
West Bengal,West Bengal PC 11,Candidate 2 (OTH),OTH,OTH,,252543,30.41,830393,59.8,False,2,0,0,2019
West Bengal,West Bengal PC 11,Candidate 3 (DMK),DMK,DMK,UPA,208899,25.16,830393,72.6,False,3,0,0,2019
West Bengal,West Bengal PC 11,Candidate 4 (INC),INC,INC,UPA,50802,6.12,830393,69.6,False,4,0,0,2019
West Bengal,West Bengal PC 12,Candidate 1 (BJP),BJP,BJP,NDA,211400,29.62,713713,72.4,True,1,13658,1.91,2019
West Bengal,West Bengal PC 12,Candidate 2 (JDU),JDU,JDU,NDA,197742,27.71,713713,74.0,False,2,0,0,2019
West Bengal,West Bengal PC 12,Candidate 3 (BRS),BRS,BRS,,173958,24.37,713713,57.6,False,3,0,0,2019
West Bengal,West Bengal PC 12,Candidate 4 (TMC),TMC,TMC,,130611,18.3,713713,68.6,False,4,0,0,2019
West Bengal,West Bengal PC 13,Candidate 1 (INC),INC,INC,UPA,326799,38.08,858271,75.2,True,1,57339,6.68,2019
West Bengal,West Bengal PC 13,Candidate 2 (AIADMK),AIADMK,AIADMK,NDA,269460,31.4,858271,77.1,False,2,0,0,2019
West Bengal,West Bengal PC 13,Candidate 3 (BJP),BJP,BJP,NDA,218792,25.49,858271,65.5,False,3,0,0,2019
West Bengal,West Bengal PC 13,Candidate 4 (OTH),OTH,OTH,,43218,5.04,858271,56.3,False,4,0,0,2019
West Bengal,West Bengal PC 14,Candidate 1 (INC),INC,INC,UPA,272470,42.01,648647,65.3,True,1,7160,1.1,2019
West Bengal,West Bengal PC 14,Candidate 2 (BJP),BJP,BJP,NDA,265310,40.9,648647,55.4,False,2,0,0,2019
West Bengal,West Bengal PC 14,Candidate 3 (TDP),TDP,TDP,,110865,17.09,648647,77.2,False,3,0,0,2019
West Bengal,West Bengal PC 15,Candidate 1 (OTH),OTH,OTH,,353185,30.87,1144107,76.2,True,1,48653,4.25,2019
West Bengal,West Bengal PC 15,Candidate 2 (BRS),BRS,BRS,,304532,26.62,1144107,56.0,False,2,0,0,2019
West Bengal,West Bengal PC 15,Candidate 3 (INC),INC,INC,UPA,284697,24.88,1144107,67.7,False,3,0,0,2019
West Bengal,West Bengal PC 15,Candidate 4 (BJP),BJP,BJP,NDA,201690,17.63,1144107,58.7,False,4,0,0,2019
West Bengal,West Bengal PC 16,Candidate 1 (BJP),BJP,BJP,NDA,304966,43.05,708465,72.4,True,1,36136,5.1,2019
West Bengal,West Bengal PC 16,Candidate 2 (DMK),DMK,DMK,UPA,268830,37.95,708465,74.7,False,2,0,0,2019
West Bengal,West Bengal PC 16,Candidate 3 (INC),INC,INC,UPA,134668,19.01,708465,75.4,False,3,0,0,2019
West Bengal,West Bengal PC 17,Candidate 1 (BJP),BJP,BJP,NDA,342728,40.94,837230,60.6,True,1,50534,6.04,2019
West Bengal,West Bengal PC 17,Candidate 2 (TMC),TMC,TMC,,292194,34.9,837230,75.5,False,2,0,0,2019
West Bengal,West Bengal PC 17,Candidate 3 (YSR),YSR,YSR,,202307,24.16,837230,73.1,False,3,0,0,2019
West Bengal,West Bengal PC 18,Candidate 1 (INC),INC,INC,UPA,186790,34.62,539518,58.7,True,1,31043,5.75,2019
West Bengal,West Bengal PC 18,Candidate 2 (OTH),OTH,OTH,,155747,28.87,539518,66.3,False,2,0,0,2019
West Bengal,West Bengal PC 18,Candidate 3 (BJP),BJP,BJP,NDA,99582,18.46,539518,68.3,False,3,0,0,2019
West Bengal,West Bengal PC 18,Candidate 4 (SP),SP,SP,SP-BSP,97396,18.05,539518,71.5,False,4,0,0,2019
West Bengal,West Bengal PC 19,Candidate 1 (BJP),BJP,BJP,NDA,180773,35.91,503421,55.1,True,1,4131,0.82,2019
West Bengal,West Bengal PC 19,Candidate 2 (INC),INC,INC,UPA,176642,35.09,503421,64.8,False,2,0,0,2019
West Bengal,West Bengal PC 19,Candidate 3 (AIADMK),AIADMK,AIADMK,NDA,87273,17.34,503421,69.2,False,3,0,0,2019
West Bengal,West Bengal PC 19,Candidate 4 (OTH),OTH,OTH,,58731,11.67,503421,63.8,False,4,0,0,2019
West Bengal,West Bengal PC 20,Candidate 1 (BJP),BJP,BJP,NDA,230170,37.29,617184,58.2,True,1,47357,7.67,2019
West Bengal,West Bengal PC 20,Candidate 2 (TMC),TMC,TMC,,182813,29.62,617184,62.9,False,2,0,0,2019
West Bengal,West Bengal PC 20,Candidate 3 (SP),SP,SP,SP-BSP,115956,18.79,617184,61.0,False,3,0,0,2019
West Bengal,West Bengal PC 20,Candidate 4 (BRS),BRS,BRS,,88244,14.3,617184,75.2,False,4,0,0,2019
West Bengal,West Bengal PC 21,Candidate 1 (SP),SP,SP,SP-BSP,211321,34.14,618976,76.6,True,1,23218,3.75,2019
West Bengal,West Bengal PC 21,Candidate 2 (TMC),TMC,TMC,,188103,30.39,618976,68.7,False,2,0,0,2019
West Bengal,West Bengal PC 21,Candidate 3 (BJP),BJP,BJP,NDA,112230,18.13,618976,68.2,False,3,0,0,2019
West Bengal,West Bengal PC 21,Candidate 4 (JDU),JDU,JDU,NDA,74798,12.08,618976,70.7,False,4,0,0,2019
West Bengal,West Bengal PC 21,Candidate 5 (BRS),BRS,BRS,,32521,5.25,618976,59.3,False,5,0,0,2019
West Bengal,West Bengal PC 22,Candidate 1 (INC),INC,INC,UPA,360771,46.05,783409,70.7,True,1,33673,4.3,2019
West Bengal,West Bengal PC 22,Candidate 2 (BJP),BJP,BJP,NDA,327098,41.75,783409,60.3,False,2,0,0,2019
West Bengal,West Bengal PC 22,Candidate 3 (DMK),DMK,DMK,UPA,95539,12.2,783409,69.9,False,3,0,0,2019
West Bengal,West Bengal PC 23,Candidate 1 (BJP),BJP,BJP,NDA,467485,42.12,1109944,61.9,True,1,63290,5.7,2019
West Bengal,West Bengal PC 23,Candidate 2 (TMC),TMC,TMC,,404195,36.42,1109944,76.8,False,2,0,0,2019
West Bengal,West Bengal PC 23,Candidate 3 (OTH),OTH,OTH,,238262,21.47,1109944,72.7,False,3,0,0,2019
West Bengal,West Bengal PC 24,Candidate 1 (JDU),JDU,JDU,NDA,419478,36.86,1138058,65.9,True,1,73369,6.45,2019
West Bengal,West Bengal PC 24,Candidate 2 (TMC),TMC,TMC,,346109,30.41,1138058,70.0,False,2,0,0,2019
West Bengal,West Bengal PC 24,Candidate 3 (BJP),BJP,BJP,NDA,243860,21.43,1138058,62.3,False,3,0,0,2019
West Bengal,West Bengal PC 24,Candidate 4 (SP),SP,SP,SP-BSP,128608,11.3,1138058,72.4,False,4,0,0,2019
West Bengal,West Bengal PC 25,Candidate 1 (TMC),TMC,TMC,,475016,41.9,1133780,68.4,True,1,74682,6.59,2019
West Bengal,West Bengal PC 25,Candidate 2 (BJP),BJP,BJP,NDA,400334,35.31,1133780,70.1,False,2,0,0,2019
West Bengal,West Bengal PC 25,Candidate 3 (DMK),DMK,DMK,UPA,148989,13.14,1133780,60.5,False,3,0,0,2019
West Bengal,West Bengal PC 25,Candidate 4 (SP),SP,SP,SP-BSP,109440,9.65,1133780,77.2,False,4,0,0,2019
West Bengal,West Bengal PC 26,Candidate 1 (OTH),OTH,OTH,,190691,32.06,594751,66.0,True,1,27982,4.7,2019
West Bengal,West Bengal PC 26,Candidate 2 (INC),INC,INC,UPA,162709,27.36,594751,69.8,False,2,0,0,2019
West Bengal,West Bengal PC 26,Candidate 3 (AIADMK),AIADMK,AIADMK,NDA,109505,18.41,594751,67.7,False,3,0,0,2019
West Bengal,West Bengal PC 26,Candidate 4 (BJP),BJP,BJP,NDA,75598,12.71,594751,56.7,False,4,0,0,2019
West Bengal,West Bengal PC 26,Candidate 5 (JDU),JDU,JDU,NDA,56245,9.46,594751,66.5,False,5,0,0,2019
West Bengal,West Bengal PC 27,Candidate 1 (BJP),BJP,BJP,NDA,875936,73.76,1187574,68.7,True,1,564299,47.52,2019
West Bengal,West Bengal PC 27,Candidate 2 (INC),INC,INC,UPA,311637,26.24,1187574,72.9,False,2,0,0,2019
West Bengal,West Bengal PC 28,Candidate 1 (TMC),TMC,TMC,,446753,42.97,1039621,75.7,True,1,227662,21.9,2019
West Bengal,West Bengal PC 28,Candidate 2 (TDP),TDP,TDP,,219091,21.07,1039621,64.6,False,2,0,0,2019
West Bengal,West Bengal PC 28,Candidate 3 (BJP),BJP,BJP,NDA,217690,20.94,1039621,73.0,False,3,0,0,2019
West Bengal,West Bengal PC 28,Candidate 4 (INC),INC,INC,UPA,156085,15.01,1039621,72.0,False,4,0,0,2019
West Bengal,West Bengal PC 29,Candidate 1 (BJP),BJP,BJP,NDA,542639,56.7,957105,68.3,True,1,128174,13.39,2019
West Bengal,West Bengal PC 29,Candidate 2 (YSR),YSR,YSR,,414465,43.3,957105,76.1,False,2,0,0,2019
West Bengal,West Bengal PC 30,Candidate 1 (BJP),BJP,BJP,NDA,211262,28.78,733956,72.4,True,1,8723,1.19,2019
West Bengal,West Bengal PC 30,Candidate 2 (TDP),TDP,TDP,,202539,27.6,733956,58.4,False,2,0,0,2019
West Bengal,West Bengal PC 30,Candidate 3 (TMC),TMC,TMC,,169853,23.14,733956,68.7,False,3,0,0,2019
West Bengal,West Bengal PC 30,Candidate 4 (SP),SP,SP,SP-BSP,150300,20.48,733956,56.8,False,4,0,0,2019
West Bengal,West Bengal PC 31,Candidate 1 (INC),INC,INC,UPA,273450,26.32,1039122,66.9,True,1,1351,0.13,2019
West Bengal,West Bengal PC 31,Candidate 2 (BJP),BJP,BJP,NDA,272099,26.19,1039122,77.4,False,2,0,0,2019
West Bengal,West Bengal PC 31,Candidate 3 (AIADMK),AIADMK,AIADMK,NDA,247042,23.77,1039122,60.7,False,3,0,0,2019
West Bengal,West Bengal PC 31,Candidate 4 (OTH),OTH,OTH,,246529,23.72,1039122,68.2,False,4,0,0,2019
West Bengal,West Bengal PC 32,Candidate 1 (SP),SP,SP,SP-BSP,433218,36.65,1182024,71.0,True,1,60949,5.16,2019
West Bengal,West Bengal PC 32,Candidate 2 (IND),IND,IND,,372269,31.49,1182024,59.0,False,2,0,0,2019
West Bengal,West Bengal PC 32,Candidate 3 (BJP),BJP,BJP,NDA,187290,15.84,1182024,67.0,False,3,0,0,2019
West Bengal,West Bengal PC 32,Candidate 4 (BRS),BRS,BRS,,129387,10.95,1182024,61.4,False,4,0,0,2019
West Bengal,West Bengal PC 32,Candidate 5 (TMC),TMC,TMC,,59858,5.06,1182024,68.4,False,5,0,0,2019
West Bengal,West Bengal PC 33,Candidate 1 (IND),IND,IND,,136826,28.94,472833,74.0,True,1,11004,2.33,2019
West Bengal,West Bengal PC 33,Candidate 2 (SP),SP,SP,SP-BSP,125822,26.61,472833,57.8,False,2,0,0,2019
West Bengal,West Bengal PC 33,Candidate 3 (BJP),BJP,BJP,NDA,88680,18.76,472833,70.6,False,3,0,0,2019
West Bengal,West Bengal PC 33,Candidate 4 (BRS),BRS,BRS,,64341,13.61,472833,58.7,False,4,0,0,2019
West Bengal,West Bengal PC 33,Candidate 5 (INC),INC,INC,UPA,57162,12.09,472833,62.5,False,5,0,0,2019
West Bengal,West Bengal PC 34,Candidate 1 (DMK),DMK,DMK,UPA,179793,27.04,664838,70.3,True,1,2233,0.34,2019
West Bengal,West Bengal PC 34,Candidate 2 (AIADMK),AIADMK,AIADMK,NDA,177560,26.71,664838,61.5,False,2,0,0,2019
West Bengal,West Bengal PC 34,Candidate 3 (BJP),BJP,BJP,NDA,168972,25.42,664838,55.5,False,3,0,0,2019
West Bengal,West Bengal PC 34,Candidate 4 (OTH),OTH,OTH,,138511,20.83,664838,65.2,False,4,0,0,2019
West Bengal,West Bengal PC 35,Candidate 1 (BJP),BJP,BJP,NDA,129908,30.07,431952,69.2,True,1,19248,4.46,2019
West Bengal,West Bengal PC 35,Candidate 2 (JDU),JDU,JDU,NDA,110660,25.62,431952,58.8,False,2,0,0,2019
West Bengal,West Bengal PC 35,Candidate 3 (AIADMK),AIADMK,AIADMK,NDA,99695,23.08,431952,61.9,False,3,0,0,2019
West Bengal,West Bengal PC 35,Candidate 4 (TMC),TMC,TMC,,62237,14.41,431952,76.7,False,4,0,0,2019
West Bengal,West Bengal PC 35,Candidate 5 (OTH),OTH,OTH,,29451,6.82,431952,74.3,False,5,0,0,2019
West Bengal,West Bengal PC 36,Candidate 1 (TMC),TMC,TMC,,307251,32.57,943244,57.9,True,1,69055,7.32,2019
West Bengal,West Bengal PC 36,Candidate 2 (SP),SP,SP,SP-BSP,238196,25.25,943244,73.9,False,2,0,0,2019
West Bengal,West Bengal PC 36,Candidate 3 (TDP),TDP,TDP,,221387,23.47,943244,68.1,False,3,0,0,2019
West Bengal,West Bengal PC 36,Candidate 4 (BJP),BJP,BJP,NDA,176409,18.7,943244,63.6,False,4,0,0,2019
West Bengal,West Bengal PC 37,Candidate 1 (BJP),BJP,BJP,NDA,465733,77.48,601074,62.3,True,1,330393,54.97,2019
West Bengal,West Bengal PC 37,Candidate 2 (INC),INC,INC,UPA,135340,22.52,601074,66.1,False,2,0,0,2019
West Bengal,West Bengal PC 38,Candidate 1 (JDU),JDU,JDU,NDA,423505,37.59,1126605,60.6,True,1,51748,4.59,2019
West Bengal,West Bengal PC 38,Candidate 2 (BJP),BJP,BJP,NDA,371757,33.0,1126605,74.8,False,2,0,0,2019
West Bengal,West Bengal PC 38,Candidate 3 (INC),INC,INC,UPA,331341,29.41,1126605,60.2,False,3,0,0,2019
West Bengal,West Bengal PC 39,Candidate 1 (SP),SP,SP,SP-BSP,335825,39.98,840070,70.1,True,1,72968,8.69,2019
West Bengal,West Bengal PC 39,Candidate 2 (BJP),BJP,BJP,NDA,262857,31.29,840070,65.5,False,2,0,0,2019
West Bengal,West Bengal PC 39,Candidate 3 (DMK),DMK,DMK,UPA,176734,21.04,840070,56.1,False,3,0,0,2019
West Bengal,West Bengal PC 39,Candidate 4 (OTH),OTH,OTH,,64653,7.7,840070,57.0,False,4,0,0,2019
West Bengal,West Bengal PC 40,Candidate 1 (JDU),JDU,JDU,NDA,287922,31.27,920714,71.1,True,1,6901,0.75,2019
West Bengal,West Bengal PC 40,Candidate 2 (TDP),TDP,TDP,,281021,30.52,920714,66.1,False,2,0,0,2019
West Bengal,West Bengal PC 40,Candidate 3 (BJP),BJP,BJP,NDA,206710,22.45,920714,75.6,False,3,0,0,2019
West Bengal,West Bengal PC 40,Candidate 4 (OTH),OTH,OTH,,145059,15.76,920714,71.3,False,4,0,0,2019
West Bengal,West Bengal PC 41,Candidate 1 (INC),INC,INC,UPA,493277,45.81,1076702,58.6,True,1,10708,0.99,2019
West Bengal,West Bengal PC 41,Candidate 2 (BJP),BJP,BJP,NDA,482569,44.82,1076702,70.6,False,2,0,0,2019
West Bengal,West Bengal PC 41,Candidate 3 (TDP),TDP,TDP,,100854,9.37,1076702,68.3,False,3,0,0,2019
West Bengal,West Bengal PC 42,Candidate 1 (INC),INC,INC,UPA,274750,40.55,677519,69.2,True,1,16631,2.45,2019
West Bengal,West Bengal PC 42,Candidate 2 (AIADMK),AIADMK,AIADMK,NDA,258119,38.1,677519,66.5,False,2,0,0,2019
West Bengal,West Bengal PC 42,Candidate 3 (BJP),BJP,BJP,NDA,79200,11.69,677519,60.7,False,3,0,0,2019
West Bengal,West Bengal PC 42,Candidate 4 (YSR),YSR,YSR,,65447,9.66,677519,76.1,False,4,0,0,2019
Bihar,Bihar PC 1,Candidate 1 (BJP),BJP,BJP,NDA,171982,23.92,719117,75.4,True,1,82,0.01,2019
Bihar,Bihar PC 1,Candidate 2 (INC),INC,INC,UPA,171900,23.9,719117,61.7,False,2,0,0,2019
Bihar,Bihar PC 1,Candidate 3 (OTH),OTH,OTH,,161060,22.4,719117,71.3,False,3,0,0,2019
Bihar,Bihar PC 1,Candidate 4 (BRS),BRS,BRS,,126964,17.66,719117,69.7,False,4,0,0,2019
Bihar,Bihar PC 1,Candidate 5 (JDU),JDU,JDU,NDA,87209,12.13,719117,71.3,False,5,0,0,2019
Bihar,Bihar PC 2,Candidate 1 (OTH),OTH,OTH,,624341,71.6,871991,60.4,True,1,479697,55.01,2019
Bihar,Bihar PC 2,Candidate 2 (TDP),TDP,TDP,,144644,16.59,871991,71.8,False,2,0,0,2019
Bihar,Bihar PC 2,Candidate 3 (BJP),BJP,BJP,NDA,103004,11.81,871991,60.4,False,3,0,0,2019
Bihar,Bihar PC 3,Candidate 1 (OTH),OTH,OTH,,314685,37.41,841116,57.1,True,1,24204,2.88,2019
Bihar,Bihar PC 3,Candidate 2 (BJP),BJP,BJP,NDA,290481,34.54,841116,62.3,False,2,0,0,2019
Bihar,Bihar PC 3,Candidate 3 (INC),INC,INC,UPA,118173,14.05,841116,76.8,False,3,0,0,2019
Bihar,Bihar PC 3,Candidate 4 (TMC),TMC,TMC,,117774,14.0,841116,70.7,False,4,0,0,2019
Bihar,Bihar PC 4,Candidate 1 (BJP),BJP,BJP,NDA,684185,64.48,1061022,56.1,True,1,383090,36.11,2019
Bihar,Bihar PC 4,Candidate 2 (INC),INC,INC,UPA,301095,28.38,1061022,75.3,False,2,0,0,2019
Bihar,Bihar PC 4,Candidate 3 (SP),SP,SP,SP-BSP,75740,7.14,1061022,56.2,False,3,0,0,2019
Bihar,Bihar PC 5,Candidate 1 (BRS),BRS,BRS,,235202,21.32,1103034,75.4,True,1,10809,0.98,2019
Bihar,Bihar PC 5,Candidate 2 (BJP),BJP,BJP,NDA,224393,20.34,1103034,70.0,False,2,0,0,2019
Bihar,Bihar PC 5,Candidate 3 (INC),INC,INC,UPA,216724,19.65,1103034,55.7,False,3,0,0,2019
Bihar,Bihar PC 5,Candidate 4 (IND),IND,IND,,150489,13.64,1103034,72.7,False,4,0,0,2019
Bihar,Bihar PC 5,Candidate 5 (TDP),TDP,TDP,,144605,13.11,1103034,72.1,False,5,0,0,2019
Bihar,Bihar PC 5,Candidate 6 (OTH),OTH,OTH,,131617,11.93,1103034,69.7,False,6,0,0,2019
Bihar,Bihar PC 6,Candidate 1 (BJP),BJP,BJP,NDA,230130,35.01,657322,68.5,True,1,25445,3.87,2019
Bihar,Bihar PC 6,Candidate 2 (INC),INC,INC,UPA,204685,31.14,657322,74.9,False,2,0,0,2019
Bihar,Bihar PC 6,Candidate 3 (TMC),TMC,TMC,,87452,13.3,657322,58.3,False,3,0,0,2019
Bihar,Bihar PC 6,Candidate 4 (AIADMK),AIADMK,AIADMK,NDA,70814,10.77,657322,60.2,False,4,0,0,2019
Bihar,Bihar PC 6,Candidate 5 (OTH),OTH,OTH,,64238,9.77,657322,68.7,False,5,0,0,2019
Bihar,Bihar PC 7,Candidate 1 (INC),INC,INC,UPA,193038,33.7,572844,68.3,True,1,515,0.09,2019
Bihar,Bihar PC 7,Candidate 2 (SP),SP,SP,SP-BSP,192523,33.61,572844,69.8,False,2,0,0,2019
Bihar,Bihar PC 7,Candidate 3 (BJP),BJP,BJP,NDA,138648,24.2,572844,77.8,False,3,0,0,2019
Bihar,Bihar PC 7,Candidate 4 (BRS),BRS,BRS,,48632,8.49,572844,63.3,False,4,0,0,2019
Bihar,Bihar PC 8,Candidate 1 (OTH),OTH,OTH,,428793,40.09,1069620,63.0,True,1,135246,12.64,2019
Bihar,Bihar PC 8,Candidate 2 (INC),INC,INC,UPA,293547,27.44,1069620,66.0,False,2,0,0,2019
Bihar,Bihar PC 8,Candidate 3 (JDU),JDU,JDU,NDA,216192,20.21,1069620,76.8,False,3,0,0,2019
Bihar,Bihar PC 8,Candidate 4 (BJP),BJP,BJP,NDA,131087,12.26,1069620,66.9,False,4,0,0,2019
Bihar,Bihar PC 9,Candidate 1 (INC),INC,INC,UPA,194201,28.08,691510,61.1,True,1,5133,0.74,2019
Bihar,Bihar PC 9,Candidate 2 (SP),SP,SP,SP-BSP,189068,27.34,691510,76.5,False,2,0,0,2019
Bihar,Bihar PC 9,Candidate 3 (BJP),BJP,BJP,NDA,186391,26.95,691510,60.9,False,3,0,0,2019
Bihar,Bihar PC 9,Candidate 4 (YSR),YSR,YSR,,121848,17.62,691510,60.6,False,4,0,0,2019
