state,constituency,candidate,party,party_normalized,alliance,votes,vote_share,total_votes,turnout,is_winner,position,margin,margin_pct,year
Maharashtra,Maharashtra PC 30,Candidate 2 (AIADMK),AIADMK,AIADMK,,224970,26.96,834369,64.4,False,2,0,0,2024
Maharashtra,Maharashtra PC 30,Candidate 3 (TMC),TMC,TMC,INDIA,159354,19.1,834369,76.0,False,3,0,0,2024
Maharashtra,Maharashtra PC 30,Candidate 4 (YSR),YSR,YSR,,142077,17.03,834369,59.6,False,4,0,0,2024
Maharashtra,Maharashtra PC 31,Candidate 1 (BJP),BJP,BJP,NDA,330768,27.92,1184765,65.7,True,1,15269,1.29,2024
Maharashtra,Maharashtra PC 31,Candidate 2 (OTH),OTH,OTH,,315499,26.63,1184765,58.6,False,2,0,0,2024
Maharashtra,Maharashtra PC 31,Candidate 3 (INC),INC,INC,INDIA,277875,23.45,1184765,61.9,False,3,0,0,2024
Maharashtra,Maharashtra PC 31,Candidate 4 (AIADMK),AIADMK,AIADMK,,202237,17.07,1184765,62.6,False,4,0,0,2024
Maharashtra,Maharashtra PC 31,Candidate 5 (TDP),TDP,TDP,NDA,58384,4.93,1184765,55.0,False,5,0,0,2024
Maharashtra,Maharashtra PC 32,Candidate 1 (BJP),BJP,BJP,NDA,609812,54.09,1127325,64.6,True,1,342615,30.39,2024
Maharashtra,Maharashtra PC 32,Candidate 2 (INC),INC,INC,INDIA,267197,23.7,1127325,59.1,False,2,0,0,2024
Maharashtra,Maharashtra PC 32,Candidate 3 (SP),SP,SP,INDIA,250315,22.2,1127325,70.3,False,3,0,0,2024
Maharashtra,Maharashtra PC 33,Candidate 1 (INC),INC,INC,INDIA,329688,66.06,499105,62.8,True,1,160272,32.11,2024
Maharashtra,Maharashtra PC 33,Candidate 2 (BJP),BJP,BJP,NDA,169416,33.94,499105,64.1,False,2,0,0,2024
Maharashtra,Maharashtra PC 34,Candidate 1 (BRS),BRS,BRS,,236007,37.04,637222,55.8,True,1,41309,6.48,2024
Maharashtra,Maharashtra PC 34,Candidate 2 (JDU),JDU,JDU,NDA,194698,30.55,637222,74.3,False,2,0,0,2024
Maharashtra,Maharashtra PC 34,Candidate 3 (DMK),DMK,DMK,INDIA,166861,26.19,637222,76.1,False,3,0,0,2024
Maharashtra,Maharashtra PC 34,Candidate 4 (INC),INC,INC,INDIA,39653,6.22,637222,64.6,False,4,0,0,2024
Maharashtra,Maharashtra PC 35,Candidate 1 (BRS),BRS,BRS,,239690,27.33,877006,58.8,True,1,2183,0.25,2024
Maharashtra,Maharashtra PC 35,Candidate 2 (OTH),OTH,OTH,,237507,27.08,877006,71.7,False,2,0,0,2024
Maharashtra,Maharashtra PC 35,Candidate 3 (BJP),BJP,BJP,NDA,182407,20.8,877006,77.5,False,3,0,0,2024
Maharashtra,Maharashtra PC 35,Candidate 4 (JDU),JDU,JDU,NDA,118747,13.54,877006,76.2,False,4,0,0,2024
Maharashtra,Maharashtra PC 35,Candidate 5 (INC),INC,INC,INDIA,98653,11.25,877006,58.1,False,5,0,0,2024
Maharashtra,Maharashtra PC 36,Candidate 1 (BJP),BJP,BJP,NDA,683650,66.98,1020723,63.7,True,1,443843,43.48,2024
Maharashtra,Maharashtra PC 36,Candidate 2 (DMK),DMK,DMK,INDIA,239807,23.49,1020723,70.2,False,2,0,0,2024
Maharashtra,Maharashtra PC 36,Candidate 3 (INC),INC,INC,INDIA,97264,9.53,1020723,67.5,False,3,0,0,2024
Maharashtra,Maharashtra PC 37,Candidate 1 (INC),INC,INC,INDIA,226266,49.25,459394,67.5,True,1,27488,5.98,2024
Maharashtra,Maharashtra PC 37,Candidate 2 (AIADMK),AIADMK,AIADMK,,198778,43.27,459394,76.7,False,2,0,0,2024
Maharashtra,Maharashtra PC 37,Candidate 3 (BJP),BJP,BJP,NDA,34348,7.48,459394,63.9,False,3,0,0,2024
Maharashtra,Maharashtra PC 38,Candidate 1 (BJP),BJP,BJP,NDA,307715,38.47,799882,57.2,True,1,2480,0.31,2024
Maharashtra,Maharashtra PC 38,Candidate 2 (YSR),YSR,YSR,,305235,38.16,799882,76.9,False,2,0,0,2024
Maharashtra,Maharashtra PC 38,Candidate 3 (JDU),JDU,JDU,NDA,135739,16.97,799882,68.4,False,3,0,0,2024
Maharashtra,Maharashtra PC 38,Candidate 4 (OTH),OTH,OTH,,51191,6.4,799882,75.9,False,4,0,0,2024
Maharashtra,Maharashtra PC 39,Candidate 1 (TDP),TDP,TDP,NDA,164959,22.45,734648,62.6,True,1,14181,1.93,2024
Maharashtra,Maharashtra PC 39,Candidate 2 (SP),SP,SP,INDIA,150778,20.52,734648,66.4,False,2,0,0,2024
Maharashtra,Maharashtra PC 39,Candidate 3 (DMK),DMK,DMK,INDIA,148534,20.22,734648,66.1,False,3,0,0,2024
Maharashtra,Maharashtra PC 39,Candidate 4 (BJP),BJP,BJP,NDA,139224,18.95,734648,73.2,False,4,0,0,2024
Maharashtra,Maharashtra PC 39,Candidate 5 (INC),INC,INC,INDIA,131151,17.85,734648,61.7,False,5,0,0,2024
Maharashtra,Maharashtra PC 40,Candidate 1 (OTH),OTH,OTH,,492240,56.63,869222,75.5,True,1,243320,27.99,2024
Maharashtra,Maharashtra PC 40,Candidate 2 (INC),INC,INC,INDIA,248920,28.64,869222,71.6,False,2,0,0,2024
Maharashtra,Maharashtra PC 40,Candidate 3 (BJP),BJP,BJP,NDA,128060,14.73,869222,74.3,False,3,0,0,2024
Maharashtra,Maharashtra PC 41,Candidate 1 (YSR),YSR,YSR,,154802,34.32,451006,67.2,True,1,33196,7.36,2024
Maharashtra,Maharashtra PC 41,Candidate 2 (INC),INC,INC,INDIA,121606,26.96,451006,77.2,False,2,0,0,2024
Maharashtra,Maharashtra PC 41,Candidate 3 (BJP),BJP,BJP,NDA,119180,26.43,451006,76.4,False,3,0,0,2024
Maharashtra,Maharashtra PC 41,Candidate 4 (TDP),TDP,TDP,NDA,55416,12.29,451006,67.3,False,4,0,0,2024
Maharashtra,Maharashtra PC 42,Candidate 1 (BJP),BJP,BJP,NDA,179544,22.55,796268,71.6,True,1,20715,2.6,2024
Maharashtra,Maharashtra PC 42,Candidate 2 (DMK),DMK,DMK,INDIA,158829,19.95,796268,76.3,False,2,0,0,2024
Maharashtra,Maharashtra PC 42,Candidate 3 (TDP),TDP,TDP,NDA,155060,19.47,796268,74.3,False,3,0,0,2024
Maharashtra,Maharashtra PC 42,Candidate 4 (INC),INC,INC,INDIA,154582,19.41,796268,69.0,False,4,0,0,2024
Maharashtra,Maharashtra PC 42,Candidate 5 (SP),SP,SP,INDIA,148250,18.62,796268,73.3,False,5,0,0,2024
Maharashtra,Maharashtra PC 43,Candidate 1 (INC),INC,INC,INDIA,335122,29.6,1132292,64.7,True,1,31508,2.78,2024
Maharashtra,Maharashtra PC 43,Candidate 2 (SP),SP,SP,INDIA,303614,26.81,1132292,73.1,False,2,0,0,2024
Maharashtra,Maharashtra PC 43,Candidate 3 (JDU),JDU,JDU,NDA,298978,26.4,1132292,56.8,False,3,0,0,2024
Maharashtra,Maharashtra PC 43,Candidate 4 (TDP),TDP,TDP,NDA,194575,17.18,1132292,66.5,False,4,0,0,2024
Maharashtra,Maharashtra PC 44,Candidate 1 (BJP),BJP,BJP,NDA,411722,35.26,1167683,63.7,True,1,30923,2.65,2024
Maharashtra,Maharashtra PC 44,Candidate 2 (DMK),DMK,DMK,INDIA,380799,32.61,1167683,70.4,False,2,0,0,2024
Maharashtra,Maharashtra PC 44,Candidate 3 (TMC),TMC,TMC,INDIA,322960,27.66,1167683,76.8,False,3,0,0,2024
Maharashtra,Maharashtra PC 44,Candidate 4 (SP),SP,SP,INDIA,52200,4.47,1167683,60.0,False,4,0,0,2024
Maharashtra,Maharashtra PC 45,Candidate 1 (INC),INC,INC,INDIA,330978,60.31,548829,56.7,True,1,218736,39.86,2024
Maharashtra,Maharashtra PC 45,Candidate 2 (OTH),OTH,OTH,,112242,20.45,548829,64.7,False,2,0,0,2024
Maharashtra,Maharashtra PC 45,Candidate 3 (BJP),BJP,BJP,NDA,105608,19.24,548829,65.1,False,3,0,0,2024
Maharashtra,Maharashtra PC 46,Candidate 1 (TMC),TMC,TMC,INDIA,380255,33.54,1133865,61.3,True,1,22942,2.02,2024
Maharashtra,Maharashtra PC 46,Candidate 2 (DMK),DMK,DMK,INDIA,357313,31.51,1133865,69.1,False,2,0,0,2024
Maharashtra,Maharashtra PC 46,Candidate 3 (INC),INC,INC,INDIA,306643,27.04,1133865,65.3,False,3,0,0,2024
Maharashtra,Maharashtra PC 46,Candidate 4 (BJP),BJP,BJP,NDA,89652,7.91,1133865,60.4,False,4,0,0,2024
Maharashtra,Maharashtra PC 47,Candidate 1 (BJP),BJP,BJP,NDA,258248,36.45,708580,68.2,True,1,93212,13.15,2024
Maharashtra,Maharashtra PC 47,Candidate 2 (DMK),DMK,DMK,INDIA,165036,23.29,708580,70.2,False,2,0,0,2024
Maharashtra,Maharashtra PC 47,Candidate 3 (YSR),YSR,YSR,,161812,22.84,708580,76.7,False,3,0,0,2024
Maharashtra,Maharashtra PC 47,Candidate 4 (INC),INC,INC,INDIA,123481,17.43,708580,76.1,False,4,0,0,2024
Maharashtra,Maharashtra PC 48,Candidate 1 (OTH),OTH,OTH,,541415,51.39,1053463,62.3,True,1,325233,30.87,2024
Maharashtra,Maharashtra PC 48,Candidate 2 (SP),SP,SP,INDIA,216182,20.52,1053463,55.3,False,2,0,0,2024
Maharashtra,Maharashtra PC 48,Candidate 3 (BJP),BJP,BJP,NDA,208827,19.82,1053463,64.5,False,3,0,0,2024
Maharashtra,Maharashtra PC 48,Candidate 4 (TDP),TDP,TDP,NDA,87038,8.26,1053463,66.6,False,4,0,0,2024
West Bengal,West Bengal PC 1,Candidate 1 (INC),INC,INC,INDIA,288256,29.34,982520,58.0,True,1,45694,4.65,2024
West Bengal,West Bengal PC 1,Candidate 2 (SP),SP,SP,INDIA,242562,24.69,982520,59.2,False,2,0,0,2024
West Bengal,West Bengal PC 1,Candidate 3 (OTH),OTH,OTH,,203974,20.76,982520,76.3,False,3,0,0,2024
West Bengal,West Bengal PC 1,Candidate 4 (TDP),TDP,TDP,NDA,197146,20.07,982520,67.9,False,4,0,0,2024
West Bengal,West Bengal PC 1,Candidate 5 (BJP),BJP,BJP,NDA,50580,5.15,982520,58.9,False,5,0,0,2024
West Bengal,West Bengal PC 2,Candidate 1 (BRS),BRS,BRS,,110596,20.59,537259,55.2,True,1,3432,0.64,2024
West Bengal,West Bengal PC 2,Candidate 2 (DMK),DMK,DMK,INDIA,107164,19.95,537259,68.0,False,2,0,0,2024
West Bengal,West Bengal PC 2,Candidate 3 (SP),SP,SP,INDIA,102939,19.16,537259,64.1,False,3,0,0,2024
West Bengal,West Bengal PC 2,Candidate 4 (BJP),BJP,BJP,NDA,96436,17.95,537259,76.7,False,4,0,0,2024
West Bengal,West Bengal PC 2,Candidate 5 (AIADMK),AIADMK,AIADMK,,66460,12.37,537259,73.0,False,5,0,0,2024
West Bengal,West Bengal PC 2,Candidate 6 (OTH),OTH,OTH,,53660,9.99,537259,66.1,False,6,0,0,2024
West Bengal,West Bengal PC 3,Candidate 1 (JDU),JDU,JDU,NDA,324130,34.21,947505,58.1,True,1,16075,1.7,2024
West Bengal,West Bengal PC 3,Candidate 2 (AIADMK),AIADMK,AIADMK,,308055,32.51,947505,56.1,False,2,0,0,2024
West Bengal,West Bengal PC 3,Candidate 3 (SP),SP,SP,INDIA,265797,28.05,947505,60.5,False,3,0,0,2024
West Bengal,West Bengal PC 3,Candidate 4 (BJP),BJP,BJP,NDA,49521,5.23,947505,59.3,False,4,0,0,2024
West Bengal,West Bengal PC 4,Candidate 1 (IND),IND,IND,,294542,36.47,807583,65.7,True,1,25209,3.12,2024
West Bengal,West Bengal PC 4,Candidate 2 (BJP),BJP,BJP,NDA,269333,33.35,807583,69.6,False,2,0,0,2024
West Bengal,West Bengal PC 4,Candidate 3 (TMC),TMC,TMC,INDIA,94245,11.67,807583,66.4,False,3,0,0,2024
West Bengal,West Bengal PC 4,Candidate 4 (YSR),YSR,YSR,,91101,11.28,807583,71.2,False,4,0,0,2024
West Bengal,West Bengal PC 4,Candidate 5 (INC),INC,INC,INDIA,58358,7.23,807583,71.9,False,5,0,0,2024
West Bengal,West Bengal PC 5,Candidate 1 (IND),IND,IND,,367875,30.73,1196993,72.0,True,1,10334,0.86,2024
West Bengal,West Bengal PC 5,Candidate 2 (BJP),BJP,BJP,NDA,357541,29.87,1196993,55.1,False,2,0,0,2024
West Bengal,West Bengal PC 5,Candidate 3 (SP),SP,SP,INDIA,347676,29.05,1196993,71.4,False,3,0,0,2024
West Bengal,West Bengal PC 5,Candidate 4 (INC),INC,INC,INDIA,76600,6.4,1196993,59.5,False,4,0,0,2024
West Bengal,West Bengal PC 5,Candidate 5 (JDU),JDU,JDU,NDA,47298,3.95,1196993,74.7,False,5,0,0,2024
West Bengal,West Bengal PC 6,Candidate 1 (OTH),OTH,OTH,,201636,24.6,819822,66.4,True,1,3025,0.37,2024
West Bengal,West Bengal PC 6,Candidate 2 (BJP),BJP,BJP,NDA,198611,24.23,819822,71.2,False,2,0,0,2024
West Bengal,West Bengal PC 6,Candidate 3 (SP),SP,SP,INDIA,193391,23.59,819822,77.4,False,3,0,0,2024
West Bengal,West Bengal PC 6,Candidate 4 (INC),INC,INC,INDIA,176997,21.59,819822,75.4,False,4,0,0,2024
West Bengal,West Bengal PC 6,Candidate 5 (DMK),DMK,DMK,INDIA,49185,6.0,819822,67.7,False,5,0,0,2024
West Bengal,West Bengal PC 7,Candidate 1 (TDP),TDP,TDP,NDA,161714,29.55,547233,58.5,True,1,1705,0.31,2024
West Bengal,West Bengal PC 7,Candidate 2 (SP),SP,SP,INDIA,160009,29.24,547233,69.0,False,2,0,0,2024
West Bengal,West Bengal PC 7,Candidate 3 (BJP),BJP,BJP,NDA,83034,15.17,547233,59.0,False,3,0,0,2024
West Bengal,West Bengal PC 7,Candidate 4 (TMC),TMC,TMC,INDIA,79280,14.49,547233,65.2,False,4,0,0,2024
West Bengal,West Bengal PC 7,Candidate 5 (INC),INC,INC,INDIA,63193,11.55,547233,57.3,False,5,0,0,2024
West Bengal,West Bengal PC 8,Candidate 1 (TDP),TDP,TDP,NDA,399166,42.54,938384,76.3,True,1,30391,3.24,2024
West Bengal,West Bengal PC 8,Candidate 2 (SP),SP,SP,INDIA,368775,39.3,938384,62.8,False,2,0,0,2024
West Bengal,West Bengal PC 8,Candidate 3 (BJP),BJP,BJP,NDA,170442,18.16,938384,57.4,False,3,0,0,2024
West Bengal,West Bengal PC 9,Candidate 1 (TMC),TMC,TMC,INDIA,251263,24.83,1012105,56.9,True,1,23102,2.28,2024
West Bengal,West Bengal PC 9,Candidate 2 (OTH),OTH,OTH,,228161,22.54,1012105,76.8,False,2,0,0,2024
West Bengal,West Bengal PC 9,Candidate 3 (INC),INC,INC,INDIA,199748,19.74,1012105,68.0,False,3,0,0,2024
West Bengal,West Bengal PC 9,Candidate 4 (DMK),DMK,DMK,INDIA,144806,14.31,1012105,66.8,False,4,0,0,2024
West Bengal,West Bengal PC 9,Candidate 5 (BJP),BJP,BJP,NDA,109467,10.82,1012105,68.9,False,5,0,0,2024
West Bengal,West Bengal PC 9,Candidate 6 (TDP),TDP,TDP,NDA,78656,7.77,1012105,68.0,False,6,0,0,2024
West Bengal,West Bengal PC 10,Candidate 1 (YSR),YSR,YSR,,271453,52.4,518043,60.1,True,1,73761,14.24,2024
West Bengal,West Bengal PC 10,Candidate 2 (BJP),BJP,BJP,NDA,197692,38.16,518043,68.6,False,2,0,0,2024
West Bengal,West Bengal PC 10,Candidate 3 (INC),INC,INC,INDIA,48897,9.44,518043,64.7,False,3,0,0,2024
West Bengal,West Bengal PC 11,Candidate 1 (AIADMK),AIADMK,AIADMK,,398718,35.38,1126997,62.0,True,1,78554,6.97,2024
West Bengal,West Bengal PC 11,Candidate 2 (INC),INC,INC,INDIA,320164,28.41,1126997,68.4,False,2,0,0,2024
West Bengal,West Bengal PC 11,Candidate 3 (SP),SP,SP,INDIA,235005,20.85,1126997,71.7,False,3,0,0,2024
West Bengal,West Bengal PC 11,Candidate 4 (TMC),TMC,TMC,INDIA,128146,11.37,1126997,70.9,False,4,0,0,2024
West Bengal,West Bengal PC 11,Candidate 5 (BJP),BJP,BJP,NDA,44961,3.99,1126997,72.4,False,5,0,0,2024
West Bengal,West Bengal PC 12,Candidate 1 (INC),INC,INC,INDIA,304717,46.38,657067,75.9,True,1,144995,22.07,2024
West Bengal,West Bengal PC 12,Candidate 2 (OTH),OTH,OTH,,159722,24.31,657067,71.3,False,2,0,0,2024
West Bengal,West Bengal PC 12,Candidate 3 (YSR),YSR,YSR,,143301,21.81,657067,77.5,False,3,0,0,2024
West Bengal,West Bengal PC 12,Candidate 4 (BJP),BJP,BJP,NDA,49325,7.51,657067,58.7,False,4,0,0,2024
West Bengal,West Bengal PC 13,Candidate 1 (INC),INC,INC,INDIA,221082,28.0,789503,55.5,True,1,3062,0.39,2024
West Bengal,West Bengal PC 13,Candidate 2 (JDU),JDU,JDU,NDA,218020,27.61,789503,77.4,False,2,0,0,2024
West Bengal,West Bengal PC 13,Candidate 3 (BJP),BJP,BJP,NDA,184708,23.4,789503,76.7,False,3,0,0,2024
West Bengal,West Bengal PC 13,Candidate 4 (SP),SP,SP,INDIA,129840,16.45,789503,64.5,False,4,0,0,2024
West Bengal,West Bengal PC 13,Candidate 5 (BRS),BRS,BRS,,35850,4.54,789503,62.0,False,5,0,0,2024
West Bengal,West Bengal PC 14,Candidate 1 (TDP),TDP,TDP,NDA,325825,34.99,931071,57.0,True,1,46836,5.03,2024
West Bengal,West Bengal PC 14,Candidate 2 (BJP),BJP,BJP,NDA,278989,29.96,931071,59.4,False,2,0,0,2024
West Bengal,West Bengal PC 14,Candidate 3 (DMK),DMK,DMK,INDIA,229984,24.7,931071,75.9,False,3,0,0,2024
West Bengal,West Bengal PC 14,Candidate 4 (INC),INC,INC,INDIA,96271,10.34,931071,77.4,False,4,0,0,2024
West Bengal,West Bengal PC 15,Candidate 1 (AIADMK),AIADMK,AIADMK,,333720,28.54,1169146,76.0,True,1,6204,0.53,2024
West Bengal,West Bengal PC 15,Candidate 2 (BJP),BJP,BJP,NDA,327516,28.01,1169146,60.0,False,2,0,0,2024
West Bengal,West Bengal PC 15,Candidate 3 (DMK),DMK,DMK,INDIA,267869,22.91,1169146,56.2,False,3,0,0,2024
West Bengal,West Bengal PC 15,Candidate 4 (INC),INC,INC,INDIA,240038,20.53,1169146,75.1,False,4,0,0,2024
West Bengal,West Bengal PC 16,Candidate 1 (DMK),DMK,DMK,INDIA,492487,41.88,1175949,66.3,True,1,97866,8.32,2024
West Bengal,West Bengal PC 16,Candidate 2 (TMC),TMC,TMC,INDIA,394621,33.56,1175949,77.8,False,2,0,0,2024
West Bengal,West Bengal PC 16,Candidate 3 (BJP),BJP,BJP,NDA,217530,18.5,1175949,69.0,False,3,0,0,2024
West Bengal,West Bengal PC 16,Candidate 4 (YSR),YSR,YSR,,71310,6.06,1175949,57.7,False,4,0,0,2024
West Bengal,West Bengal PC 17,Candidate 1 (DMK),DMK,DMK,INDIA,166041,24.22,685628,68.1,True,1,14624,2.13,2024
West Bengal,West Bengal PC 17,Candidate 2 (TDP),TDP,TDP,NDA,151417,22.08,685628,60.6,False,2,0,0,2024
West Bengal,West Bengal PC 17,Candidate 3 (OTH),OTH,OTH,,146422,21.36,685628,62.7,False,3,0,0,2024
West Bengal,West Bengal PC 17,Candidate 4 (BJP),BJP,BJP,NDA,127515,18.6,685628,62.1,False,4,0,0,2024
West Bengal,West Bengal PC 17,Candidate 5 (INC),INC,INC,INDIA,94230,13.74,685628,55.0,False,5,0,0,2024
West Bengal,West Bengal PC 18,Candidate 1 (INC),INC,INC,INDIA,176301,31.9,552723,72.3,True,1,32547,5.89,2024
West Bengal,West Bengal PC 18,Candidate 2 (SP),SP,SP,INDIA,143754,26.01,552723,56.7,False,2,0,0,2024
West Bengal,West Bengal PC 18,Candidate 3 (TMC),TMC,TMC,INDIA,125283,22.67,552723,67.5,False,3,0,0,2024
West Bengal,West Bengal PC 18,Candidate 4 (BJP),BJP,BJP,NDA,68667,12.42,552723,61.7,False,4,0,0,2024
West Bengal,West Bengal PC 18,Candidate 5 (TDP),TDP,TDP,NDA,38715,7.0,552723,60.5,False,5,0,0,2024
West Bengal,West Bengal PC 19,Candidate 1 (OTH),OTH,OTH,,281740,39.54,712521,76.1,True,1,2610,0.37,2024
West Bengal,West Bengal PC 19,Candidate 2 (BJP),BJP,BJP,NDA,279130,39.18,712521,71.0,False,2,0,0,2024
West Bengal,West Bengal PC 19,Candidate 3 (DMK),DMK,DMK,INDIA,151649,21.28,712521,63.5,False,3,0,0,2024
West Bengal,West Bengal PC 20,Candidate 1 (AIADMK),AIADMK,AIADMK,,186686,28.94,645176,75.2,True,1,5396,0.84,2024
West Bengal,West Bengal PC 20,Candidate 2 (OTH),OTH,OTH,,181290,28.1,645176,77.9,False,2,0,0,2024
West Bengal,West Bengal PC 20,Candidate 3 (SP),SP,SP,INDIA,113084,17.53,645176,76.4,False,3,0,0,2024
West Bengal,West Bengal PC 20,Candidate 4 (INC),INC,INC,INDIA,98956,15.34,645176,74.5,False,4,0,0,2024
West Bengal,West Bengal PC 20,Candidate 5 (YSR),YSR,YSR,,65158,10.1,645176,74.9,False,5,0,0,2024
West Bengal,West Bengal PC 21,Candidate 1 (SP),SP,SP,INDIA,207323,37.1,558874,63.1,True,1,70475,12.61,2024
West Bengal,West Bengal PC 21,Candidate 2 (OTH),OTH,OTH,,136848,24.49,558874,55.1,False,2,0,0,2024
West Bengal,West Bengal PC 21,Candidate 3 (BJP),BJP,BJP,NDA,117415,21.01,558874,56.9,False,3,0,0,2024
West Bengal,West Bengal PC 21,Candidate 4 (JDU),JDU,JDU,NDA,97287,17.41,558874,60.9,False,4,0,0,2024
West Bengal,West Bengal PC 22,Candidate 1 (SP),SP,SP,INDIA,326231,39.51,825749,64.9,True,1,159866,19.36,2024
West Bengal,West Bengal PC 22,Candidate 2 (INC),INC,INC,INDIA,166365,20.15,825749,63.3,False,2,0,0,2024
West Bengal,West Bengal PC 22,Candidate 3 (BRS),BRS,BRS,,154629,18.73,825749,65.2,False,3,0,0,2024
West Bengal,West Bengal PC 22,Candidate 4 (AIADMK),AIADMK,AIADMK,,113682,13.77,825749,63.5,False,4,0,0,2024
West Bengal,West Bengal PC 22,Candidate 5 (TDP),TDP,TDP,NDA,64841,7.85,825749,77.3,False,5,0,0,2024
West Bengal,West Bengal PC 23,Candidate 1 (DMK),DMK,DMK,INDIA,262736,28.35,926822,59.0,True,1,10706,1.16,2024
West Bengal,West Bengal PC 23,Candidate 2 (BJP),BJP,BJP,NDA,252030,27.19,926822,76.5,False,2,0,0,2024
West Bengal,West Bengal PC 23,Candidate 3 (TMC),TMC,TMC,INDIA,215438,23.24,926822,72.7,False,3,0,0,2024
West Bengal,West Bengal PC 23,Candidate 4 (JDU),JDU,JDU,NDA,145416,15.69,926822,58.2,False,4,0,0,2024
West Bengal,West Bengal PC 23,Candidate 5 (SP),SP,SP,INDIA,51200,5.52,926822,72.5,False,5,0,0,2024
West Bengal,West Bengal PC 24,Candidate 1 (BJP),BJP,BJP,NDA,350249,31.17,1123593,58.6,True,1,17696,1.57,2024
West Bengal,West Bengal PC 24,Candidate 2 (OTH),OTH,OTH,,332553,29.6,1123593,66.2,False,2,0,0,2024
West Bengal,West Bengal PC 24,Candidate 3 (AIADMK),AIADMK,AIADMK,,279590,24.88,1123593,75.7,False,3,0,0,2024
West Bengal,West Bengal PC 24,Candidate 4 (INC),INC,INC,INDIA,161199,14.35,1123593,57.4,False,4,0,0,2024
West Bengal,West Bengal PC 25,Candidate 1 (SP),SP,SP,INDIA,322311,30.73,1049013,64.9,True,1,44683,4.26,2024
West Bengal,West Bengal PC 25,Candidate 2 (BJP),BJP,BJP,NDA,277628,26.47,1049013,71.4,False,2,0,0,2024
West Bengal,West Bengal PC 25,Candidate 3 (INC),INC,INC,INDIA,277237,26.43,1049013,68.1,False,3,0,0,2024
West Bengal,West Bengal PC 25,Candidate 4 (TMC),TMC,TMC,INDIA,171835,16.38,1049013,59.8,False,4,0,0,2024
West Bengal,West Bengal PC 26,Candidate 1 (SP),SP,SP,INDIA,327762,33.33,983477,72.9,True,1,26331,2.68,2024
West Bengal,West Bengal PC 26,Candidate 2 (TDP),TDP,TDP,NDA,301431,30.65,983477,58.6,False,2,0,0,2024
West Bengal,West Bengal PC 26,Candidate 3 (BJP),BJP,BJP,NDA,259084,26.34,983477,69.8,False,3,0,0,2024
West Bengal,West Bengal PC 26,Candidate 4 (TMC),TMC,TMC,INDIA,95198,9.68,983477,76.7,False,4,0,0,2024
West Bengal,West Bengal PC 27,Candidate 1 (BJP),BJP,BJP,NDA,252650,45.43,556163,68.3,True,1,36106,6.49,2024
West Bengal,West Bengal PC 27,Candidate 2 (INC),INC,INC,INDIA,216544,38.94,556163,57.2,False,2,0,0,2024
West Bengal,West Bengal PC 27,Candidate 3 (SP),SP,SP,INDIA,86968,15.64,556163,71.4,False,3,0,0,2024
West Bengal,West Bengal PC 28,Candidate 1 (SP),SP,SP,INDIA,141004,24.43,577262,58.1,True,1,4574,0.79,2024
West Bengal,West Bengal PC 28,Candidate 2 (DMK),DMK,DMK,INDIA,136430,23.63,577262,74.8,False,2,0,0,2024
West Bengal,West Bengal PC 28,Candidate 3 (BJP),BJP,BJP,NDA,116669,20.21,577262,55.5,False,3,0,0,2024
West Bengal,West Bengal PC 28,Candidate 4 (YSR),YSR,YSR,,99484,17.23,577262,67.9,False,4,0,0,2024
West Bengal,West Bengal PC 28,Candidate 5 (INC),INC,INC,INDIA,83673,14.49,577262,56.0,False,5,0,0,2024
West Bengal,West Bengal PC 29,Candidate 1 (BJP),BJP,BJP,NDA,209464,45.41,461282,73.4,True,1,37878,8.21,2024
West Bengal,West Bengal PC 29,Candidate 2 (INC),INC,INC,INDIA,171586,37.2,461282,69.1,False,2,0,0,2024
West Bengal,West Bengal PC 29,Candidate 3 (TMC),TMC,TMC,INDIA,80231,17.39,461282,72.8,False,3,0,0,2024
West Bengal,West Bengal PC 30,Candidate 1 (AIADMK),AIADMK,AIADMK,,409857,34.16,1199722,73.8,True,1,14203,1.18,2024
West Bengal,West Bengal PC 30,Candidate 2 (BJP),BJP,BJP,NDA,395654,32.98,1199722,65.5,False,2,0,0,2024
West Bengal,West Bengal PC 30,Candidate 3 (SP),SP,SP,INDIA,394209,32.86,1199722,71.7,False,3,0,0,2024
West Bengal,West Bengal PC 31,Candidate 1 (JDU),JDU,JDU,NDA,320641,45.34,707261,63.5,True,1,19227,2.72,2024
West Bengal,West Bengal PC 31,Candidate 2 (BJP),BJP,BJP,NDA,301414,42.62,707261,62.5,False,2,0,0,2024
West Bengal,West Bengal PC 31,Candidate 3 (INC),INC,INC,INDIA,85205,12.05,707261,55.5,False,3,0,0,2024
West Bengal,West Bengal PC 32,Candidate 1 (IND),IND,IND,,130758,26.42,494955,71.5,True,1,12406,2.51,2024
West Bengal,West Bengal PC 32,Candidate 2 (DMK),DMK,DMK,INDIA,118352,23.91,494955,66.9,False,2,0,0,2024
West Bengal,West Bengal PC 32,Candidate 3 (INC),INC,INC,INDIA,110963,22.42,494955,71.4,False,3,0,0,2024
West Bengal,West Bengal PC 32,Candidate 4 (TMC),TMC,TMC,INDIA,105779,21.37,494955,55.5,False,4,0,0,2024
West Bengal,West Bengal PC 32,Candidate 5 (BJP),BJP,BJP,NDA,29100,5.88,494955,60.2,False,5,0,0,2024
